Esemble Gene ID,RP3V,ARC Log2>7,Gene Name
ENSMUSG00000026204,12.62,11.28,Ptprn
ENSMUSG00000030223,8.74,10.23,Ptpro
ENSMUSG00000013236,8.23,9.88,Ptprs
ENSMUSG00000072582,5.81,8.6,Ptrh2
ENSMUSG00000096199,6.79,8.98,Ptrhd1
ENSMUSG00000032067,9.67,7.06,Pts
ENSMUSG00000020415,6.09,7.78,Pttg1
ENSMUSG00000009291,1.55,9.76,Pttg1ip
ENSMUSG00000002524,8.85,11.66,Puf60
ENSMUSG00000028580,4.93,8.71,Pum1
ENSMUSG00000020594,8.92,8.41,Pum2
ENSMUSG00000041360,6.97,9.89,Pum3
ENSMUSG00000043991,10.72,11.31,Pura
ENSMUSG00000094483,6.91,8.54,Purb
ENSMUSG00000042515,1.75,7.64,Pwwp3b
ENSMUSG00000026520,6,7.01,Pycr2
ENSMUSG00000022571,5.12,9.72,Pycrl
ENSMUSG00000043162,6.32,8.27,Pyurf
ENSMUSG00000015806,10.99,11.18,Qdpr
ENSMUSG00000024084,11.72,11.63,Qpct
ENSMUSG00000006673,5.47,8.89,Qrich1
ENSMUSG00000002825,7.2,8.81,Qtrt1
ENSMUSG00000056211,5.19,8.42,R3hdm1
ENSMUSG00000025404,2.29,7.57,R3hdm2
ENSMUSG00000020671,6.3,10.94,Rab10
ENSMUSG00000079179,6.43,8,Rab10os
ENSMUSG00000004771,12.32,12.76,Rab11a
ENSMUSG00000077450,7.33,10.12,Rab11b
ENSMUSG00000095690,2.78,7.33,Rab11b-ps2
ENSMUSG00000023460,6.09,10.65,Rab12
ENSMUSG00000026878,8.42,11.88,Rab14
ENSMUSG00000021062,3.18,7.77,Rab15
ENSMUSG00000073639,10.82,12.7,Rab18
ENSMUSG00000020149,11.98,12.92,Rab1a
ENSMUSG00000024870,8.92,7.19,Rab1b
ENSMUSG00000020132,7.5,10.35,Rab21
ENSMUSG00000034789,10.74,11.8,Rab24
ENSMUSG00000024511,7.48,9.97,Rab27b
ENSMUSG00000029128,10.33,10.25,Rab28
ENSMUSG00000047187,11.22,14.28,Rab2a
ENSMUSG00000027739,3.97,7.33,Rab33b
ENSMUSG00000020175,4.59,9.32,Rab36
ENSMUSG00000031202,3.34,7.71,Rab39b
ENSMUSG00000031840,10.71,14.02,Rab3a
ENSMUSG00000003411,5.74,10.2,Rab3b
ENSMUSG00000021700,5.79,11.8,Rab3c
ENSMUSG00000036104,5.58,7.15,Rab3gap1
ENSMUSG00000019478,8.9,10.39,Rab4a
ENSMUSG00000017831,7.11,10.84,Rab5a
ENSMUSG00000027637,7.63,8.68,Rab5if
ENSMUSG00000030704,11.27,9.93,Rab6a
ENSMUSG00000032549,7.43,7.02,Rab6b
ENSMUSG00000079477,9.91,11.03,Rab7
ENSMUSG00000003037,4.12,10.35,Rab8a
ENSMUSG00000079316,10.18,8.55,Rab9
ENSMUSG00000043463,6.56,9.37,Rab9b
ENSMUSG00000003380,10.49,12.32,Rabac1
ENSMUSG00000020817,8.71,8.18,Rabep1
ENSMUSG00000070953,7.35,9.01,Rabepk
ENSMUSG00000035437,7.84,8.55,Rabgap1
ENSMUSG00000038975,11.57,11.64,Rabggtb
ENSMUSG00000042229,5.04,9.41,Rabif
ENSMUSG00000001847,9.89,11.19,Rac1
ENSMUSG00000018012,6.58,8.7,Rac3
ENSMUSG00000020372,9.78,11.85,Rack1
ENSMUSG00000021635,0.16,7.24,Rad17
ENSMUSG00000022314,4.97,7.99,Rad21
ENSMUSG00000003813,3.89,9.42,Rad23a
ENSMUSG00000027509,5.22,7.53,Rae1
ENSMUSG00000008859,12.19,12.4,Rala
ENSMUSG00000024096,8.65,10.84,Ralbp1
ENSMUSG00000021027,5.12,8.71,Ralgapa1
ENSMUSG00000026594,7.73,7.01,Ralgps2
ENSMUSG00000027593,5.57,10.72,Raly
ENSMUSG00000039717,9.77,9.57,Ralyl
ENSMUSG00000038646,11.6,11.19,Ramac
ENSMUSG00000029430,12.46,12.86,Ran
ENSMUSG00000005732,14.65,14.33,Ranbp1
ENSMUSG00000002372,6.35,8.89,Ranbp3
ENSMUSG00000038546,3.36,8.89,Ranbp9
ENSMUSG00000022391,10.18,10.93,Rangap1
ENSMUSG00000068798,4.13,9.1,Rap1a
ENSMUSG00000052681,5.5,11.61,Rap1b
ENSMUSG00000041351,5.52,7.9,Rap1gap
ENSMUSG00000028149,4.24,7.15,Rap1gds1
ENSMUSG00000051615,5.74,7.8,Rap2a
ENSMUSG00000049404,0,9.11,Rarres1
ENSMUSG00000018848,10.22,11.37,Rars
ENSMUSG00000028292,10.83,8.41,Rars2
ENSMUSG00000049892,6.85,10.66,Rasd1
ENSMUSG00000030134,6.84,7.77,Rasgef1a
ENSMUSG00000032356,4.6,12.95,Rasgrf1
ENSMUSG00000010067,4.42,7.35,Rassf1
ENSMUSG00000025907,4.88,8.81,Rb1cc1
ENSMUSG00000057236,6.8,9.09,Rbbp4
ENSMUSG00000030779,4.99,8.03,Rbbp6
ENSMUSG00000031353,13.19,13.57,Rbbp7
ENSMUSG00000027428,3.17,7.15,Rbbp9
ENSMUSG00000027466,3.63,7.59,Rbck1
ENSMUSG00000024570,4.87,7.88,Rbfa
ENSMUSG00000008658,4.88,7.25,Rbfox1
ENSMUSG00000025576,9.32,8.48,Rbfox3
ENSMUSG00000078784,12.37,12.01,Rbis
ENSMUSG00000037197,6.75,8.31,Rbm17
ENSMUSG00000026889,7.05,9.38,Rbm18
ENSMUSG00000024604,4.77,8.48,Rbm22
ENSMUSG00000010608,9.9,11.52,Rbm25
ENSMUSG00000022119,7.64,8.07,Rbm26
ENSMUSG00000029701,4.67,8.72,Rbm28
ENSMUSG00000031167,7.5,7.91,Rbm3
ENSMUSG00000048271,4.63,7.47,Rbm33
ENSMUSG00000027620,12.59,12.72,Rbm39
ENSMUSG00000042369,1.95,7.54,Rbm45
ENSMUSG00000033760,6.59,9.08,Rbm4b
ENSMUSG00000032580,9.71,10.04,Rbm5
ENSMUSG00000032582,4.49,8.27,Rbm6
ENSMUSG00000042396,6.74,9.35,Rbm7
ENSMUSG00000038374,13.03,12.36,Rbm8a
ENSMUSG00000039607,3.85,11.3,Rbms3
ENSMUSG00000031107,4.69,8.08,Rbmx2
ENSMUSG00000037070,6.01,7.97,Rbmxl1
ENSMUSG00000022400,14.23,13.88,Rbx1
ENSMUSG00000022951,5.37,10.3,Rcan1
ENSMUSG00000024889,1.7,7.99,Rce1
ENSMUSG00000029397,11.68,11.49,Rchy1
ENSMUSG00000005973,8.76,10.9,Rcn1
ENSMUSG00000032320,8.57,13.1,Rcn2
ENSMUSG00000020621,6.79,9.88,Rdh14
ENSMUSG00000032050,6.14,11.7,Rdx
ENSMUSG00000052852,7.41,10.29,Reep1
ENSMUSG00000038555,3.5,9.4,Reep2
ENSMUSG00000005873,10.73,12.17,Reep5
ENSMUSG00000026319,6.39,7.79,Relch
ENSMUSG00000022176,5.41,9.8,Rem2
ENSMUSG00000019854,3.37,9.32,Reps1
ENSMUSG00000029048,12.23,12.98,Rer1
ENSMUSG00000039852,2,8.17,Rere
ENSMUSG00000030222,0,8.19,Rerg
ENSMUSG00000033061,17.45,15.09,Resp18
ENSMUSG00000022270,5.98,7.96,Retreg1
ENSMUSG00000049339,9.11,9.07,Retreg2
ENSMUSG00000058833,11.88,10.49,Rex1bd
ENSMUSG00000032026,8.51,12.39,Rexo2
ENSMUSG00000023104,6.9,10.16,Rfc2
ENSMUSG00000033970,2.61,8.55,Rfc3
ENSMUSG00000024712,5.62,10.15,Rfk
ENSMUSG00000036615,9.28,10.45,Rfxap
ENSMUSG00000019775,9.13,7.46,Rgs17
ENSMUSG00000002458,6.81,10.54,Rgs19
ENSMUSG00000026360,5.17,11.03,Rgs2
ENSMUSG00000038530,6.18,12.91,Rgs4
ENSMUSG00000026527,3.1,10.32,Rgs7
ENSMUSG00000020599,5.88,7.15,Rgs9
ENSMUSG00000039917,8.83,9.85,Rhbdd2
ENSMUSG00000028945,14.65,14.32,Rheb
ENSMUSG00000007815,7.06,9.73,Rhoa
ENSMUSG00000054364,8.28,7.92,Rhob
ENSMUSG00000017686,4.74,9.72,Rhot1
ENSMUSG00000048330,5.05,8.06,Ric3
ENSMUSG00000025485,7,7.4,Ric8a
ENSMUSG00000035620,4.57,9.48,Ric8b
ENSMUSG00000022323,10.28,10.14,Rida
ENSMUSG00000040649,2.23,8.42,Rimklb
ENSMUSG00000032890,6.44,7.36,Rims3
ENSMUSG00000024404,5.56,8.07,Riok3
ENSMUSG00000028057,6.74,10.15,Rit1
ENSMUSG00000057455,11.02,13.6,Rit2
ENSMUSG00000056537,4.79,8.34,Rlim
ENSMUSG00000024410,5.89,9.26,Rmc1
ENSMUSG00000070730,6.71,7.46,Rmdn3
ENSMUSG00000035367,1.38,7.09,Rmi1
ENSMUSG00000019763,2.81,8.07,Rmnd1
ENSMUSG00000002222,1.52,8.48,Rmnd5a
ENSMUSG00000065037,7,8.92,Rn7sk
ENSMUSG00000017144,6.06,8.07,Rnd3
ENSMUSG00000052656,3.37,7.49,Rnf103
ENSMUSG00000028557,10.57,11.79,Rnf11
ENSMUSG00000006418,2.14,7.56,Rnf114
ENSMUSG00000028098,9.45,10.64,Rnf115
ENSMUSG00000070426,4.95,8.52,Rnf121
ENSMUSG00000036503,2.03,9.63,Rnf13
ENSMUSG00000083695,5.17,9.06,Rnf138rt1
ENSMUSG00000060450,12.08,11.44,Rnf14
ENSMUSG00000019189,9.06,8.09,Rnf145
ENSMUSG00000038876,7.05,7.94,Rnf146
ENSMUSG00000014470,2.21,8.85,Rnf166
ENSMUSG00000040746,6.34,9.05,Rnf167
ENSMUSG00000055850,9.38,10.9,Rnf181
ENSMUSG00000020496,8.03,11.58,Rnf187
ENSMUSG00000022280,2.98,8.69,Rnf19a
ENSMUSG00000026484,7.43,7.72,Rnf2
ENSMUSG00000028309,3.86,8.34,Rnf20
ENSMUSG00000044628,5.08,8.04,Rnf208
ENSMUSG00000028677,5.39,10.6,Rnf220
ENSMUSG00000043419,10.33,9.42,Rnf227
ENSMUSG00000026171,6.71,9,Rnf25
ENSMUSG00000029474,5.19,7.51,Rnf34
ENSMUSG00000029110,6.9,9.48,Rnf4
ENSMUSG00000025373,10.86,9.19,Rnf41
ENSMUSG00000015478,6.33,10.78,Rnf5
ENSMUSG00000029634,7.15,8.68,Rnf6
ENSMUSG00000051234,11.46,12.38,Rnf7
ENSMUSG00000028274,7.11,9.75,Rngtt
ENSMUSG00000038650,7.89,10.51,Rnh1
ENSMUSG00000009535,5.02,11.28,Rnmt
ENSMUSG00000027981,4.25,7.32,Rnpc3
ENSMUSG00000034681,6.35,10.36,Rnps1
ENSMUSG00000096403,4.39,8.98,Rnps1-ps
ENSMUSG00000024290,5.67,7.39,Rock1
ENSMUSG00000020580,4.88,9.12,Rock2
ENSMUSG00000022540,9.7,11.78,Rogdi
ENSMUSG00000067847,14.12,13.1,Romo1
ENSMUSG00000032239,6.89,10.31,Rp9
ENSMUSG00000028884,3.35,7.16,Rpa2
ENSMUSG00000018449,8.99,9.49,Rpain
ENSMUSG00000033773,3.33,7.85,Rpap2
ENSMUSG00000022466,4.94,8.18,Rpap3
ENSMUSG00000028187,4.99,8.76,Rpf1
ENSMUSG00000038510,9.83,10.1,Rpf2
ENSMUSG00000008682,10.67,11.1,Rpl10
ENSMUSG00000037805,9.07,10.62,Rpl10a
ENSMUSG00000059291,11.32,11.01,Rpl11
ENSMUSG00000038900,11.98,11.75,Rpl12
ENSMUSG00000000740,11.23,11.37,Rpl13
ENSMUSG00000074129,12.17,12.22,Rpl13a
ENSMUSG00000025794,11.78,11.38,Rpl14
ENSMUSG00000046721,8.97,8.83,Rpl14-ps1
ENSMUSG00000012405,11.09,11.46,Rpl15
ENSMUSG00000062328,9.28,8.92,Rpl17
ENSMUSG00000059070,9.46,11.51,Rpl18
ENSMUSG00000045128,12.36,11.91,Rpl18a
ENSMUSG00000017404,11.86,11.49,Rpl19
ENSMUSG00000041453,10.5,9.76,Rpl21
ENSMUSG00000028936,6.07,7.04,Rpl22
ENSMUSG00000039221,11.45,10.89,Rpl22l1
ENSMUSG00000071415,13.27,12.71,Rpl23
ENSMUSG00000071415,13.27,12.71,Rpl23
ENSMUSG00000071415,13.27,12.71,Rpl23
ENSMUSG00000078126,9.06,8.22,Rpl23a-ps3
ENSMUSG00000060938,12.83,11.87,Rpl26
ENSMUSG00000063316,11.3,10.93,Rpl27
ENSMUSG00000063316,11.3,10.93,Rpl27
ENSMUSG00000046364,10.12,9.47,Rpl27a
ENSMUSG00000030432,9.31,10.2,Rpl28
ENSMUSG00000060036,12.64,12.15,Rpl3
ENSMUSG00000084349,9.05,8.47,Rpl3-ps1
ENSMUSG00000058600,12.19,11.29,Rpl30
ENSMUSG00000073702,12.29,11.62,Rpl31
ENSMUSG00000057841,11.51,11.11,Rpl32
ENSMUSG00000062006,11.01,10.68,Rpl34
ENSMUSG00000062006,11.01,10.68,Rpl34
ENSMUSG00000062997,12.42,11.92,Rpl35
ENSMUSG00000060636,12.69,11.79,Rpl35a
ENSMUSG00000057863,11.35,10.91,Rpl36
ENSMUSG00000079435,9.46,9.82,Rpl36a
ENSMUSG00000049751,11.53,11.62,Rpl36al
ENSMUSG00000041841,12.97,12.04,Rpl37
ENSMUSG00000041841,12.97,12.04,Rpl37
ENSMUSG00000046330,11.74,10.84,Rpl37a
ENSMUSG00000072692,9.07,8.03,Rpl37rt
ENSMUSG00000057322,12.85,12.18,Rpl38
ENSMUSG00000080921,9.18,8.49,Rpl38-ps2
ENSMUSG00000079641,6.47,8.85,Rpl39
ENSMUSG00000032399,13.02,13.74,Rpl4
ENSMUSG00000093674,12.57,11.46,Rpl41
ENSMUSG00000058558,11.97,10.96,Rpl5
ENSMUSG00000029614,11.14,11.37,Rpl6
ENSMUSG00000043716,11.88,10.16,Rpl7
ENSMUSG00000062647,9.3,9.03,Rpl7a
ENSMUSG00000063888,9.35,9.16,Rpl7l1
ENSMUSG00000003970,12.7,11.93,Rpl8
ENSMUSG00000047215,12.22,11.66,Rpl9
ENSMUSG00000067274,9.22,11.33,Rplp0
ENSMUSG00000007892,12.8,12.14,Rplp1
ENSMUSG00000025508,12.37,11.96,Rplp2
ENSMUSG00000030062,11.69,11.8,Rpn1
ENSMUSG00000027642,7.95,12.02,Rpn2
ENSMUSG00000023156,7.01,7.35,Rpp14
ENSMUSG00000023156,7.01,7.35,Rpp14
ENSMUSG00000024446,7.66,10.61,Rpp21
ENSMUSG00000024800,9.4,7.82,Rpp30
ENSMUSG00000049950,7.28,8.5,Rpp38
ENSMUSG00000052146,8.69,10.06,Rps10
ENSMUSG00000003429,14.04,13.29,Rps11
ENSMUSG00000090516,8.63,8.17,Rps11-ps1
ENSMUSG00000061983,10.03,8.81,Rps12
ENSMUSG00000090862,10.05,10.06,Rps13
ENSMUSG00000066362,9.31,8.79,Rps13-ps1
ENSMUSG00000024608,13.11,13,Rps14
ENSMUSG00000063457,12.72,12.35,Rps15
ENSMUSG00000008683,10.44,10.1,Rps15a
ENSMUSG00000084403,7.04,7.53,Rps15a-ps8
ENSMUSG00000037563,11.97,11.16,Rps16
ENSMUSG00000061787,10.7,10.69,Rps17
ENSMUSG00000008668,10.69,10.41,Rps18
ENSMUSG00000040952,11.95,11.82,Rps19
ENSMUSG00000051518,7.29,10.48,Rps19bp1
ENSMUSG00000044533,8.42,8.45,Rps2
ENSMUSG00000028234,10.06,10.76,Rps20
ENSMUSG00000039001,12.58,11.48,Rps21
ENSMUSG00000049517,12.2,11.28,Rps23
ENSMUSG00000025290,12.27,11.17,Rps24
ENSMUSG00000009927,12.17,11.94,Rps25
ENSMUSG00000025362,10.71,10.24,Rps26
ENSMUSG00000090733,11.61,10.7,Rps27
ENSMUSG00000020460,12.51,11.98,Rps27a
ENSMUSG00000036781,12.34,11.86,Rps27l
ENSMUSG00000067288,11.12,10.74,Rps28
ENSMUSG00000034892,12.71,11.77,Rps29
ENSMUSG00000030744,12.96,12.81,Rps3
ENSMUSG00000028081,9.29,10.38,Rps3a1
ENSMUSG00000059751,10.35,10.93,Rps3a3
ENSMUSG00000063171,8.25,9.08,Rps4l
ENSMUSG00000031320,11.7,11.05,Rps4x
ENSMUSG00000012848,12.43,12.15,Rps5
ENSMUSG00000028495,12.4,12.16,Rps6
ENSMUSG00000081406,8.59,8.4,Rps6-ps4
ENSMUSG00000025665,4.08,7.24,Rps6ka6
ENSMUSG00000061477,11.16,10.82,Rps7
ENSMUSG00000095597,8.85,8.61,Rps7-ps3
ENSMUSG00000047675,12.01,11.59,Rps8
ENSMUSG00000047675,12.01,11.59,Rps8
ENSMUSG00000006333,13.12,12.67,Rps9
ENSMUSG00000032518,8.41,10.59,Rpsa
ENSMUSG00000031880,6.76,11.63,Rrad
ENSMUSG00000070934,7.69,10.97,Rraga
ENSMUSG00000041658,12,12.3,Rragb
ENSMUSG00000028646,7.07,10.33,Rragc
ENSMUSG00000027422,5.95,9.32,Rrbp1
ENSMUSG00000022292,8.55,8.04,Rrm2b
ENSMUSG00000061032,10.41,12.16,Rrp1
ENSMUSG00000023971,2.42,7.82,Rrp36
ENSMUSG00000018040,3.46,8.74,Rrp7a
ENSMUSG00000061024,2.33,7.04,Rrs1
ENSMUSG00000035623,6.47,7.93,Rsf1
ENSMUSG00000005846,8.59,10.98,Rsl1d1
ENSMUSG00000032215,9.53,9.83,Rsl24d1
ENSMUSG00000023966,9.67,11.59,Rsph9
ENSMUSG00000034544,9.46,7.15,Rsrc1
ENSMUSG00000029422,11.49,11.26,Rsrc2
ENSMUSG00000037266,9.67,12.19,Rsrp1
ENSMUSG00000000339,4.61,8.11,Rtca
ENSMUSG00000001783,7.82,11.9,Rtcb
ENSMUSG00000027304,11.35,10.8,Rtf1
ENSMUSG00000027502,6.11,7.63,Rtf2
ENSMUSG00000051851,12.17,12.62,Rtl8c
ENSMUSG00000021087,15.06,15.25,Rtn1
ENSMUSG00000030401,4.85,8.13,Rtn2
ENSMUSG00000024758,10.83,12.33,Rtn3
ENSMUSG00000020458,11.97,9.89,Rtn4
ENSMUSG00000021807,9.38,11.09,Rtraf
ENSMUSG00000074479,5.15,7.48,Rtraf-ps
ENSMUSG00000020070,5.69,8.42,Rufy2
ENSMUSG00000029291,11.3,12.14,Rufy3
ENSMUSG00000006575,6.23,8.77,Rundc3a
ENSMUSG00000030079,8.94,9.42,Ruvbl1
ENSMUSG00000003868,5.13,8.63,Ruvbl2
ENSMUSG00000019782,11.42,11.27,Rwdd1
ENSMUSG00000032417,12.4,12.61,Rwdd2a
ENSMUSG00000028133,3.01,7.1,Rwdd3
ENSMUSG00000031568,4.54,8.39,Rwdd4a
ENSMUSG00000034009,0,8.6,Rxfp1
ENSMUSG00000034620,10.14,10.23,Rxylt1
ENSMUSG00000041959,3.52,8.37,S100a10
ENSMUSG00000040928,4.69,7.62,S100pbp
ENSMUSG00000025240,6.2,8.25,Sacm1l
ENSMUSG00000052833,8.89,11.51,Sae1
ENSMUSG00000071054,7.63,8.63,Safb
ENSMUSG00000022437,3.64,10.39,Samm50
ENSMUSG00000021963,10.3,11.79,Sap18
ENSMUSG00000061104,8.66,9.7,Sap18b
ENSMUSG00000031609,4.95,9.34,Sap30
ENSMUSG00000020088,6.31,11.92,Sar1a
ENSMUSG00000020386,12.54,13.01,Sar1b
ENSMUSG00000031532,13.65,13.78,Saraf
ENSMUSG00000078427,12.92,12.81,Sarnp
ENSMUSG00000068739,6.25,11.17,Sars
ENSMUSG00000025283,8.89,8.52,Sat1
ENSMUSG00000069835,5.95,8.66,Sat2
ENSMUSG00000045107,6.98,8.18,Saysd1
ENSMUSG00000025337,10.48,11.96,Sbds
ENSMUSG00000038371,4.53,7.97,Sbf2
ENSMUSG00000038095,6.5,8.66,Sbno1
ENSMUSG00000033228,0.78,7.74,Scaf11
ENSMUSG00000021687,11.97,12.15,Scamp1
ENSMUSG00000028049,8.5,10.14,Scamp3
ENSMUSG00000040722,6.15,7.88,Scamp5
ENSMUSG00000046229,5.76,8.86,Scand1
ENSMUSG00000034007,5.89,7.58,Scaper
ENSMUSG00000029426,6.15,9.3,Scarb2
ENSMUSG00000038936,10.27,12.9,Sccpdh
ENSMUSG00000025203,11.93,10.56,Scd2
ENSMUSG00000020952,11.96,11.64,Scfd1
ENSMUSG00000050711,16.25,16.33,Scg2
ENSMUSG00000032181,10.58,12.17,Scg3
ENSMUSG00000023236,15.76,14.83,Scg5
ENSMUSG00000075318,7.15,9.48,Scn2a
ENSMUSG00000070304,7.8,8.43,Scn2b
ENSMUSG00000057182,5.67,8.38,Scn3a
ENSMUSG00000049281,1.66,8.23,Scn3b
ENSMUSG00000075316,8.07,9.73,Scn9a
ENSMUSG00000092607,10.15,11.06,Scnm1
ENSMUSG00000063253,11.27,11.99,Scoc
ENSMUSG00000028603,9.43,11.62,Scp2
ENSMUSG00000058492,6.72,8.44,Scp2-ps2
ENSMUSG00000019124,12.01,11.33,Scrn1
ENSMUSG00000022261,3.6,13.35,Sdc2
ENSMUSG00000028249,13.17,14.08,Sdcbp
ENSMUSG00000026504,4.97,8.2,Sdccag8
ENSMUSG00000038806,5.87,8.07,Sde2
ENSMUSG00000002064,10.36,12.5,Sdf2
ENSMUSG00000022769,9.24,9.66,Sdf2l1
ENSMUSG00000029076,9.62,11.82,Sdf4
ENSMUSG00000021577,12.18,12.72,Sdha
ENSMUSG00000024668,5.22,10.06,Sdhaf2
ENSMUSG00000042505,10.05,9.36,Sdhaf3
ENSMUSG00000026154,13.52,12.18,Sdhaf4
ENSMUSG00000009863,14.6,14.15,Sdhb
ENSMUSG00000058076,8.23,9.09,Sdhc
ENSMUSG00000000171,12.58,12.85,Sdhd
ENSMUSG00000022223,5.1,9.46,Sdr39u1
ENSMUSG00000025724,13.3,13.16,Sec11a
ENSMUSG00000024516,14,13.34,Sec11c
ENSMUSG00000030298,10.05,12.13,Sec13
ENSMUSG00000034473,4.36,8.35,Sec22a
ENSMUSG00000027879,7.75,11.52,Sec22b
ENSMUSG00000020986,6.16,9.95,Sec23a
ENSMUSG00000027429,3.68,9.93,Sec23b
ENSMUSG00000055319,2.22,7.16,Sec23ip
ENSMUSG00000025816,7.14,10.64,Sec61a2
ENSMUSG00000053317,12.3,12.67,Sec61b
ENSMUSG00000078974,12.05,11.7,Sec61g
ENSMUSG00000027706,14.35,13.56,Sec62
ENSMUSG00000019802,4.54,9.26,Sec63
ENSMUSG00000079614,10.65,10.97,Seh1l
ENSMUSG00000020964,8.26,10.3,Sel1l
ENSMUSG00000037072,13.35,14.33,Selenof
ENSMUSG00000076437,10.69,8.76,Selenoh
ENSMUSG00000075703,6.47,8.59,Selenoi
ENSMUSG00000042682,14.98,14.96,Selenok
ENSMUSG00000075702,13.55,12.88,Selenom
ENSMUSG00000075701,9.84,13.21,Selenos
ENSMUSG00000075700,8.98,9.6,Selenot
ENSMUSG00000041571,12.91,12.94,Selenow
ENSMUSG00000042541,12.93,12.42,Sem1
ENSMUSG00000028064,2.72,7.12,Sema4a
ENSMUSG00000019647,2.16,7.56,Sema6a
ENSMUSG00000022855,5.83,8.21,Senp2
ENSMUSG00000034252,8.38,7.99,Senp6
ENSMUSG00000052917,5.05,7.73,Senp7
ENSMUSG00000058013,6.89,8.13,Septin11
ENSMUSG00000022456,8.91,9.4,Septin3
ENSMUSG00000001833,12.45,13.57,Septin7
ENSMUSG00000036371,11.04,11.74,Serbp1
ENSMUSG00000021643,10.6,10.39,Serf1
ENSMUSG00000074884,9.58,8.53,Serf2
ENSMUSG00000030839,1.4,8.43,Sergef
ENSMUSG00000019877,12.94,13.64,Serinc1
ENSMUSG00000017707,10.36,12.17,Serinc3
ENSMUSG00000027808,4.45,9.15,Serp1
ENSMUSG00000052584,13.17,11.81,Serp2
ENSMUSG00000060147,8.59,9.07,Serpinb6a
ENSMUSG00000026249,7.19,10.23,Serpine2
ENSMUSG00000027834,7.46,13.16,Serpini1
ENSMUSG00000038332,5.12,7.33,Sesn1
ENSMUSG00000054766,10.82,10.58,Set
ENSMUSG00000044791,0.58,7.74,Setd2
ENSMUSG00000056770,8.7,9.93,Setd3
ENSMUSG00000031671,0.14,7.03,Setd6
ENSMUSG00000030683,10.59,10.55,Sez6l2
ENSMUSG00000002129,1.69,7.14,Sf3a1
ENSMUSG00000028902,6.27,10.79,Sf3a3
ENSMUSG00000025982,11.38,11.37,Sf3b1
ENSMUSG00000024853,11.58,11.22,Sf3b2
ENSMUSG00000033732,5.44,8.39,Sf3b3
ENSMUSG00000068856,5.74,7.77,Sf3b4
ENSMUSG00000078348,7.72,9.76,Sf3b5
ENSMUSG00000037361,12.83,12.18,Sf3b6
ENSMUSG00000023764,7.67,7.7,Sfi1
ENSMUSG00000028820,6.97,8.38,Sfpq
ENSMUSG00000025066,12.79,11.46,Sfr1
ENSMUSG00000073468,9.73,10.7,Sft2d1
ENSMUSG00000021474,9.99,12.57,Sfxn1
ENSMUSG00000063698,9.9,8.29,Sfxn4
ENSMUSG00000029156,9.37,9.5,Sgcb
ENSMUSG00000004631,6.9,10.31,Sgce
ENSMUSG00000028524,6.21,8.08,Sgip1
ENSMUSG00000021054,7.73,9.29,Sgpp1
ENSMUSG00000042216,8.6,9.17,Sgsm1
ENSMUSG00000004937,4.17,9.69,Sgta
ENSMUSG00000031246,4.77,7.4,Sh3bgrl
ENSMUSG00000028843,12.52,11.71,Sh3bgrl3
ENSMUSG00000022436,7.33,8.84,Sh3bp1
ENSMUSG00000028488,6.78,8.56,Sh3gl2
ENSMUSG00000030638,9.23,11.37,Sh3gl3
ENSMUSG00000026860,6.28,9.31,Sh3glb2
ENSMUSG00000040990,1.49,8.19,Sh3kbp1
ENSMUSG00000022552,2.99,7.16,Sharpin
ENSMUSG00000038884,8.73,8.56,Shfl
ENSMUSG00000025647,4.1,10.22,Shisa5
ENSMUSG00000022494,4.44,7.85,Shisa9
ENSMUSG00000059816,0,10.06,Shisal2a
ENSMUSG00000024976,5.26,9.74,Shoc2
ENSMUSG00000036840,4.8,8.75,Siah1a
ENSMUSG00000036078,5.97,7.44,Sigmar1
ENSMUSG00000034135,6.48,8.8,Sik3
ENSMUSG00000027854,7.49,7.25,Sike1
ENSMUSG00000024357,7.65,8.41,Sil1
ENSMUSG00000031622,5.52,10.25,Sin3b
ENSMUSG00000042700,0,7.82,Sipa1l1
ENSMUSG00000037902,5.74,7.25,Sirpa
ENSMUSG00000015149,2.74,7.66,Sirt2
ENSMUSG00000025486,5.18,10.28,Sirt3
ENSMUSG00000020492,0,7.28,Ska2
ENSMUSG00000036309,15.23,14.71,Skp1a
ENSMUSG00000004642,6.52,10.71,Slbp
ENSMUSG00000024597,5.55,7.13,Slc12a2
ENSMUSG00000017740,6.72,8.43,Slc12a5
ENSMUSG00000032902,8.29,7.21,Slc16a1
ENSMUSG00000030500,2.86,12.15,Slc17a6
ENSMUSG00000022199,9.95,11.6,Slc22a17
ENSMUSG00000003528,5.38,7.92,Slc25a1
ENSMUSG00000014606,10.92,11.82,Slc25a11
ENSMUSG00000027010,7.61,10.13,Slc25a12
ENSMUSG00000031105,9.64,12.47,Slc25a14
ENSMUSG00000022404,9.71,11.4,Slc25a17
ENSMUSG00000032602,0.34,7.2,Slc25a20
ENSMUSG00000023912,4.78,7.99,Slc25a27
ENSMUSG00000061904,12.93,13.47,Slc25a3
ENSMUSG00000028982,9.79,8.46,Slc25a33
ENSMUSG00000032519,3.09,7.8,Slc25a38
ENSMUSG00000018677,6.38,11.11,Slc25a39
ENSMUSG00000031633,13.17,14.73,Slc25a4
ENSMUSG00000002346,0.49,7,Slc25a42
ENSMUSG00000024259,5.65,9.92,Slc25a46
ENSMUSG00000016319,5.36,11.74,Slc25a5
